usr,sys,idl,wai,stl,read,writ,recv,send,in,out,int,csw,Start,repl8,repl9,rticket,wticket,ocursors,aconn,pf,memo,dd,bytescurrentused,readq,writeq,,insert,query,update,delete,getmore,dirty,used,flushes,vsize,res,net_in,net_out,conn,set,repl,time,arwa,arwb,cmda,cmdb,qrwa,qrwb,,yread,ytot,ywrite,srread,srtot,srwrite,ssread,sstot,sswrite,elread,eltot,elwrite,opread,optot,opwrite,time,,insert,query,update,delete,getmore,dirty,used,flushes,vsize,res,net_in,net_out,conn,set,repl,time,arwa,arwb,cmda,cmdb,qrwa,qrwb,,yread,ytot,ywrite,srread,srtot,srwrite,ssread,sstot,sswrite,elread,eltot,elwrite,opread,optot,opwrite,time
14,3,83,0,0,0,0,2308B,11k,0,0,2199,2273,11:30:50.081824632,0,0,1,0,1,808,291,103,5218430,406818,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,433k,8,rs0,PRI,31:57.4,1,0,71,0,0,0,13,5825.0,16073.0,10247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T11:31:38Z,13,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.08k,40.0k,8,rs0,SEC,59:28.9,1,0,4,0,0,0,13,0.0,16658.0,16658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:15:59Z
14,4,83,0,0,0,68k,2178B,11k,0,0,2266,2406,11:30:50.979780456,0,0,1,0,1,808,291,103,5218430,406818,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.0k,434k,9,rs0,PRI,31:58.4,1,0,72,0,0,0,14,5639.0,16206.0,10567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T11:31:39Z,14,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,501b,38.2k,8,rs0,SEC,59:29.9,1,0,2,0,0,0,14,0.0,13731.0,13731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:00Z
16,3,81,0,0,0,0,2244B,11k,0,0,2158,2230,11:30:51.879044570,0,0,1,0,1,808,291,103,5218430,406818,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.2k,501k,8,rs0,PRI,31:59.4,1,0,73,0,0,0,15,6041.0,16724.0,10683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,2019-11-26T11:31:40Z,15,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.02k,39.3k,8,rs0,SEC,59:30.9,1,0,3,0,0,0,15,0.0,9739.0,9739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:01Z
14,4,82,0,0,0,0,2572B,11k,0,0,2237,2310,11:30:52.775078678,0,0,1,0,1,808,291,103,5218430,406818,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,501k,8,rs0,PRI,32:00.4,1,0,74,0,0,0,16,6241.0,14915.0,8673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:31:41Z,16,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,500b,38.2k,8,rs0,SEC,59:31.9,1,0,2,0,0,0,16,0.0,1328.0,1328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:02Z
15,3,82,0,0,0,0,2442B,11k,0,0,2174,2203,11:30:53.674032971,10000,0,1,0,1,808,291,103,5218430,407027,0,0,17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.99G,254M,13.9k,505k,8,rs0,PRI,32:01.4,1,0,79,0,0,0,17,4178.0,12630.0,8452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:42Z,17,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.02k,39.4k,8,rs0,SEC,59:32.9,1,0,4,0,0,0,17,0.0,18091.0,18091.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:03Z
15,3,82,0,0,0,0,2506B,11k,0,0,2265,2410,11:30:54.572977855,0,0,1,0,1,808,291,103,5218430,407027,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,500k,8,rs0,PRI,32:02.4,1,0,73,0,0,0,18,5055.0,14007.0,8952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:43Z,18,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,500b,38.1k,8,rs0,SEC,59:33.9,1,0,2,0,0,0,18,0.0,8633.0,8633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:04Z
15,3,81,0,0,0,124k,2574B,11k,0,0,2585,2960,11:30:55.471937971,0,0,1,0,1,808,291,103,5218430,407027,0,0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.7k,504k,8,rs0,PRI,32:03.4,1,0,77,0,0,0,19,4233.0,16927.0,12693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:44Z,19,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.08k,40.1k,8,rs0,SEC,59:34.9,1,0,4,0,0,0,19,0.0,1131.0,1131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:05Z
15,3,82,0,0,0,24k,2572B,11k,0,0,2237,2380,11:30:56.371758541,0,0,1,0,1,808,291,103,5218430,407027,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,9.63k,425k,8,rs0,PRI,32:04.4,1,0,63,0,0,0,20,4638.0,15197.0,10558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:45Z,20,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,500b,38.1k,8,rs0,SEC,59:35.9,1,0,2,0,0,0,20,0.0,11201.0,11201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:06Z
14,4,82,0,0,0,0,2442B,11k,0,0,2275,2315,11:30:57.275180832,0,0,1,0,1,808,291,103,5218430,407027,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,12.1k,441k,8,rs0,PRI,32:05.4,1,0,78,0,0,0,21,5516.0,15894.0,10378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-11-26T11:31:46Z,21,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.02k,39.4k,8,rs0,SEC,59:36.9,1,0,4,0,0,0,21,0.0,10807.0,10807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:07Z
14,4,82,0,0,0,16k,2442B,11k,0,0,2326,2440,11:30:58.198834308,0,0,1,0,1,808,291,103,5218430,407027,0,0,22,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.99G,254M,15.6k,504k,8,rs0,PRI,32:06.4,1,0,77,0,0,0,22,5073.0,17106.0,12033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:47Z,22,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,499b,38.1k,8,rs0,SEC,59:37.9,1,0,1,0,0,0,22,0.0,19862.0,19862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:08Z
15,3,82,0,0,0,0,2440B,11k,0,0,2152,2184,11:30:59.094140038,0,0,1,0,1,808,291,103,5218430,407027,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.6k,503k,8,rs0,PRI,32:07.4,1,0,76,0,0,0,23,6169.0,16245.0,10075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:48Z,23,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.08k,40.1k,8,rs0,SEC,59:38.9,1,0,5,0,0,0,23,0.0,14687.0,14687.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:09Z
15,3,82,0,0,0,60k,2376B,11k,0,0,2253,2400,11:30:59.990364948,0,0,1,0,1,808,291,103,5218430,407027,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.1k,501k,8,rs0,PRI,32:08.4,1,0,73,0,0,0,24,4195.0,16317.0,12122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-11-26T11:31:49Z,24,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,499b,38.1k,8,rs0,SEC,59:39.9,1,0,1,0,0,0,24,0.0,9323.0,9323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:10Z
15,3,83,0,0,0,0,2638B,11k,0,0,2197,2302,11:31:00.886389362,0,0,1,0,1,808,291,103,5218430,407027,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,11.6k,502k,8,rs0,PRI,32:09.4,1,0,75,0,0,0,25,3812.0,15421.0,11609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:50Z,25,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.02k,39.4k,8,rs0,SEC,59:40.9,1,0,4,0,0,0,25,0.0,5108.0,5108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:11Z
14,3,84,0,0,0,0,2574B,10k,0,0,2157,2267,11:31:01.786957983,0,0,1,0,1,808,291,103,5218430,407027,0,0,26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1.99G,254M,10.4k,464k,8,rs0,PRI,32:10.4,1,0,69,0,0,0,26,4149.0,16031.0,11882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:51Z,26,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,499b,38.1k,8,rs0,SEC,59:41.9,1,0,1,0,0,0,26,0.0,13018.0,13018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:12Z
13,3,83,0,0,0,136k,2310B,10k,0,0,2179,2211,11:31:02.696321144,0,0,1,0,1,808,291,103,5218430,407027,0,0,27,0.0,26.0,62.0,0.0,25.0,0.0,1.0,0,2.00G,254M,92.1k,580k,25,rs0,PRI,32:11.4,4,10,156,0,0,0,27,5536.0,15436.0,9899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2019-11-26T11:31:52Z,27,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.02k,39.4k,8,rs0,SEC,59:42.9,1,0,4,0,0,0,27,0.0,14775.0,14775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:13Z
14,4,82,0,0,0,0,2374B,11k,0,0,2274,2473,11:31:03.599559758,10000,10000,1,0,1,808,291,103,5218430,407235,0,0,28,0.0,117.0,291.0,0.0,28.0,0.1,1.1,0,2.00G,266M,189k,668k,25,rs0,PRI,32:12.4,4,13,83,0,0,0,28,4546.0,15609.0,11063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:53Z,28,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,499b,38.1k,8,rs0,SEC,59:43.9,1,0,1,0,0,0,28,0.0,7772.0,7772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:16:14Z
14,4,82,0,0,0,124k,2574B,11k,0,0,2487,2822,11:31:04.499260985,0,0,1,0,1,808,291,103,5218430,407235,0,0,29,0.0,95.0,235.0,0.0,6.0,0.1,1.1,0,2.01G,277M,140k,631k,25,rs0,PRI,32:13.4,9,8,73,0,0,0,29,5460.0,16705.0,11245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-11-26T11:31:54Z,29,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.08k,40.1k,8,rs0,SEC,59:44.9,1,0,4,0,0,0,29,0.0,9344.0,9344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:16:15Z
14,4,82,0,0,0,24k,2638B,11k,0,0,2258,2321,11:31:05.399295077,0,0,1,0,1,808,291,103,5218430,407235,0,0,30,0.0,81.0,187.0,0.0,3.0,0.1,1.2,0,2.04G,286M,114k,625k,25,rs0,PRI,32:14.4,9,8,67,0,0,0,30,5363.0,15638.0,10274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:55Z,30,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,499b,38.1k,8,rs0,SEC,59:45.9,1,0,1,0,0,0,30,0.0,4234.0,4234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:16:16Z
14,4,82,0,0,0,0,2442B,11k,0,0,2266,2316,11:31:06.294125036,0,0,1,0,1,808,291,103,5218430,407235,0,0,31,0.0,68.0,205.0,0.0,4.0,0.2,1.3,0,2.04G,295M,120k,584k,25,rs0,PRI,32:15.4,4,13,71,0,0,0,31,6055.0,17832.0,11776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:56Z,31,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.02k,39.4k,8,rs0,SEC,59:46.9,1,0,4,0,0,0,31,0.0,18934.0,18934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:17Z
14,3,82,0,0,0,40k,2508B,11k,0,0,2280,2298,11:31:07.199277411,0,0,1,0,1,808,291,103,5218430,407235,0,0,32,0.0,86.0,199.0,0.0,3.0,0.2,1.3,0,2.04G,303M,120k,603k,25,rs0,PRI,32:16.4,7,10,68,0,0,0,32,3129.0,11792.0,8662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-26T11:31:57Z,32,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,500b,38.2k,8,rs0,SEC,59:47.9,1,0,2,0,0,0,32,0.0,24696.0,24696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-11-26T18:16:18Z
14,4,82,0,0,176k,0,2704B,11k,0,0,2306,2351,11:31:08.099937373,0,0,1,0,1,808,291,103,5218430,407235,0,0,33,0.0,80.0,210.0,0.0,3.0,0.2,1.4,0,2.04G,311M,125k,614k,25,rs0,PRI,32:17.4,6,11,71,0,0,0,33,4564.0,23242.0,18678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2019-11-26T11:31:58Z,33,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,1.94G,209M,1.08k,40.1k,8,rs0,SEC,59:48.9,1,0,4,0,0,0,33,0.0,17634.0,17634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-26T18:16:19Z
